secs,km,power,hr,cad,alt
71,0.6602,106,119,89,261.8
72,0.6699,120,119,89,261.8
73,0.6798,120,118,89,261.8
74,0.6898,227,117,90,261.6
75,0.6998,203,117,91,261.4
76,0.7098,136,117,92,261.4
77,0.7198,117,117,92,261.2
78,0.7299,80,117,92,261.2
79,0.7401,241,118,93,261.2
80,0.7506,265,119,95,261
81,0.761,146,119,95,261
82,0.7715,146,120,86,261
83,0.7821,231,120,86,261
84,0.7929,231,121,86,260.8
85,0.8038,279,121,87,260.8
86,0.8147,241,122,89,260.6
87,0.8256,190,122,89,260.6
88,0.8365,157,122,89,260.4
89,0.8475,230,122,90,260.4
90,0.8586,236,122,91,260.4
91,0.8698,156,123,91,260.2
92,0.8808,148,123,91,260
93,0.8919,86,123,91,259.8
94,0.9029,86,124,91,259.6
95,0.914,96,124,91,259.4
96,0.925,74,124,91,259.4
97,0.9361,104,124,91,259.2
98,0.9473,105,125,91,259.2
99,0.9584,87,125,91,259.2
100,0.9694,70,125,91,259.2
101,0.9804,57,125,90,259.2
102,0.9914,58,126,90,259.2
103,1.0023,58,126,90,259.2
104,1.0133,76,126,90,259.2
105,1.0241,98,126,89,259.2
106,1.0349,193,125,89,259.2
107,1.0457,166,125,89,259.2
108,1.0564,166,125,88,259.2
109,1.067,125,125,88,259.2
110,1.0777,122,125,87,259.2
111,1.0885,141,125,87,259
112,1.0992,141,125,88,259
113,1.11,127,126,88,258.8
114,1.1207,123,126,88,258.8
115,1.1314,112,127,88,258.8
116,1.1421,91,127,88,258.8
117,1.1527,91,127,87,258.6
118,1.1632,135,127,86,258.6
119,1.1737,235,126,86,258.4
120,1.1842,169,126,87,258.4
121,1.1948,147,125,87,258.4
122,1.2052,131,124,86,258.2
123,1.2156,113,124,86,258.2
124,1.2261,118,123,85,258
125,1.2363,156,123,85,257.8
126,1.2465,104,123,85,257.8
127,1.2567,104,123,84,257.6
128,1.2669,157,123,84,257.6
129,1.2772,193,123,85,257.4
130,1.2875,146,123,85,257.4
131,1.2978,133,123,85,257.2
132,1.308,133,123,85,257.2
133,1.3182,138,123,84,257.2
134,1.3282,120,123,84,257.2
135,1.3382,163,123,83,257.2
136,1.3481,187,123,83,257.2
137,1.358,180,122,83,257
138,1.3677,172,122,92,257
139,1.3774,160,122,97,257
140,1.387,190,122,97,257
141,1.3963,190,123,91,257
142,1.4054,141,123,88,257
143,1.4145,292,123,86,257
144,1.4236,285,124,86,257.2
145,1.4326,280,124,86,257.2
146,1.4415,280,124,83,257.2
147,1.4501,267,124,83,257.4
148,1.4588,314,124,83,257.4
149,1.4675,314,125,81,257.6
150,1.476,278,126,81,257.8
151,1.4842,278,126,80,258.2
152,1.4912,0,127,80,258.4
153,1.4969,0,128,80,258.8
154,1.5014,0,129,0,259
193,1.5088,0,115,61,262
194,1.5113,295,115,63,262
195,1.5165,276,116,68,262
196,1.5222,321,117,72,262
197,1.5281,382,117,78,262
198,1.5346,371,118,78,262
199,1.5414,371,120,81,262.2
200,1.5485,402,120,80,262.2
201,1.556,476,122,85,262.2
202,1.5639,471,123,89,262.2
203,1.5719,384,124,92,262.2
204,1.5797,296,125,94,262.2
205,1.5873,46,126,53,262.4
206,1.5949,101,127,91,262.4
207,1.6025,126,127,90,262.4
208,1.61,124,129,90,262.6
209,1.6174,117,129,90,262.6
210,1.6249,115,129,89,262.6
211,1.6323,100,130,89,262.8
212,1.6398,100,130,89,262.8
213,1.6473,97,130,89,262.8
214,1.6546,79,130,89,262.8
215,1.6623,111,129,88,262.8
216,1.67,97,129,68,262.8
217,1.6778,164,129,68,263
218,1.6857,164,129,64,262.8
219,1.6936,64,129,65,263
220,1.7017,71,128,66,263.2
221,1.7101,55,128,67,263.2
222,1.7186,65,128,67,263.4
223,1.7274,65,127,69,263.4
224,1.7364,91,127,72,263.4
225,1.7456,86,127,72,263.4
226,1.7551,86,126,75,263.4
227,1.7647,60,126,77,263.4
228,1.7745,57,126,78,263.4
229,1.7844,60,126,80,263.4
230,1.7944,47,126,80,263.2
231,1.8045,47,126,82,263
232,1.8147,53,125,83,262.8
233,1.825,56,124,84,262.6
234,1.8354,59,124,84,262.2
235,1.8459,64,123,85,261.8
236,1.8565,76,123,86,261.4
237,1.8671,59,122,86,261
238,1.8779,75,122,87,260.8
239,1.8885,115,121,88,260.2
240,1.8993,99,121,88,260
241,1.9101,92,120,88,259.6
242,1.9208,95,120,88,259.2
243,1.9315,87,120,88,258.6
244,1.9419,81,120,87,258.2
245,1.9523,75,119,86,257.8
246,1.9626,82,119,85,257.6
247,1.9728,92,118,85,257.2
248,1.983,92,117,84,256.6
249,1.9931,171,116,84,256
250,2.003,113,115,83,255.6
251,2.0127,55,113,82,255
252,2.0224,68,113,92,254.6
253,2.0318,93,112,90,254.4
254,2.0412,90,113,88,254.2
255,2.0504,78,113,87,254.2
256,2.0594,74,113,86,254
257,2.0685,186,113,86,254
258,2.0776,186,114,85,254
259,2.0867,190,114,85,254
260,2.0957,183,114,85,254
261,2.1048,165,114,85,254
262,2.1138,151,114,85,253.8
263,2.1228,151,115,85,253.8
264,2.1318,136,115,84,254
265,2.1407,198,115,84,254
266,2.1496,204,115,84,254
267,2.1584,204,115,84,254
268,2.1673,190,116,83,254.2
269,2.1762,140,116,83,254
270,2.1852,120,117,84,254
271,2.1942,104,117,84,254
272,2.2032,104,117,84,254
273,2.2121,104,116,84,254
274,2.2207,72,115,83,254
275,2.2293,95,113,81,254
276,2.2378,118,114,81,254
277,2.246,118,114,80,254.2
278,2.2542,100,114,84,254.2
279,2.2623,95,114,85,254.2
280,2.2704,79,114,85,254.2
281,2.2785,77,114,84,254.2
282,2.2866,125,114,85,254.2
283,2.2947,124,114,85,254.2
284,2.3028,97,114,85,254.4
285,2.3109,110,113,84,254.4
286,2.319,171,113,84,254.4
287,2.3272,204,113,85,254.4
288,2.3353,188,113,85,254.4
289,2.3436,208,114,85,254.4
290,2.352,208,114,86,254.4
291,2.3604,222,115,87,254.4
292,2.3689,193,116,88,254.4
293,2.3774,175,116,89,254.4
294,2.386,229,116,89,254.4
295,2.3947,203,116,90,254.4
296,2.4035,173,117,90,254.4
297,2.4122,173,117,91,254.4
298,2.4208,94,118,90,254.2
299,2.4293,83,118,89,254.2
300,2.4377,84,119,89,254.2
301,2.4461,107,119,88,254.2
302,2.4545,130,118,88,254
303,2.4628,126,118,87,254
304,2.471,111,118,87,253.8
305,2.4792,85,119,86,253.8
306,2.4874,80,119,86,253.8
307,2.4954,98,120,85,253.8
308,2.5036,104,119,85,253.6
309,2.5116,132,119,85,253.4
310,2.5197,126,118,85,253.4
311,2.5277,126,117,84,253.4
312,2.5355,110,117,83,253.4
313,2.5434,124,117,82,253.4
314,2.5511,119,117,82,253.2
315,2.5589,140,118,81,253.4
316,2.5668,158,118,81,253.2
317,2.5746,158,117,82,253.2
318,2.5824,73,117,82,253.4
319,2.5901,112,117,82,253.4
320,2.5979,112,116,81,253.4
321,2.6057,113,116,81,253.4
322,2.6136,113,116,82,253.4
323,2.6214,55,116,82,253.4
324,2.6289,90,115,81,253.6
325,2.6365,28,115,81,253.6
326,2.6441,28,114,45,253.6
327,2.6516,107,114,79,253.6
328,2.6592,89,114,79,253.6
329,2.6667,91,113,79,253.8
330,2.6747,135,113,76,253.8
331,2.6826,246,114,73,253.8
332,2.6907,153,114,74,254
333,2.699,158,115,75,253.8
334,2.7074,181,116,77,254
335,2.7159,243,116,77,254
336,2.7246,243,117,78,254
337,2.7334,201,117,81,254
338,2.7424,178,117,83,254
339,2.7516,181,117,84,254
340,2.7608,162,117,85,254
341,2.77,130,118,86,253.8
342,2.7794,113,119,87,253.8
343,2.7887,88,120,87,253.8
344,2.7981,119,120,87,253.8
345,2.8074,151,120,87,253.8
346,2.8169,145,120,88,253.8
347,2.8264,117,120,88,253.8
348,2.8359,170,120,89,253.8
349,2.8456,119,120,89,253.6
350,2.8551,119,120,89,253.4
351,2.8648,200,121,86,253.4
352,2.8746,216,120,80,253.2
353,2.8845,218,120,80,253
354,2.8944,218,121,81,253
355,2.9042,173,121,82,252.8
356,2.9141,147,121,82,252.6
357,2.9241,182,121,82,252.6
358,2.9341,191,121,83,252.6
359,2.9441,107,122,83,252.6
360,2.9542,140,122,83,252.4
361,2.9643,148,122,83,252.4
362,2.9743,104,122,84,252.4
363,2.9843,102,122,83,252.4
364,2.9943,86,123,83,252.4
365,3.0043,66,123,83,252.2
366,3.0143,79,122,83,252.2
367,3.0243,92,122,83,252.2
368,3.0344,121,122,83,252
369,3.0445,121,122,84,252
370,3.0545,75,121,83,252
371,3.0645,157,121,83,252
372,3.0746,142,120,83,252
373,3.0847,142,119,84,251.8
374,3.0948,108,119,84,251.8
375,3.1049,87,120,84,251.6
376,3.1149,71,120,84,251.6
377,3.1249,75,119,83,251.2
378,3.1349,142,119,83,251.2
379,3.145,156,118,83,251
380,3.1551,106,117,84,250.8
381,3.1651,87,117,83,251
382,3.1749,104,117,83,250.8
383,3.1848,91,117,82,250.8
384,3.1946,106,118,82,250.8
385,3.2044,95,118,82,250.8
386,3.2143,79,118,82,250.8
387,3.224,127,118,82,250.8
388,3.2338,127,118,82,250.8
389,3.2437,194,117,82,250.8
390,3.2535,120,117,82,250.8
391,3.2633,113,118,82,250.8
392,3.2731,162,118,82,250.8
393,3.283,151,119,82,250.6
394,3.2927,90,119,82,250.6
395,3.3027,90,119,82,250.6
396,3.3127,225,119,82,250.6
397,3.3228,179,119,82,250.4
398,3.3328,179,120,83,250.4
399,3.3428,142,120,83,250.4
400,3.3528,101,120,83,250.4
401,3.3628,110,120,83,250.2
402,3.3727,118,120,83,250.2
403,3.3825,77,120,83,250.2
404,3.3924,100,120,82,250.2
405,3.4022,93,119,82,250.2
406,3.412,95,119,81,250.2
407,3.4217,81,118,81,250
408,3.4314,81,118,80,250
409,3.4411,134,117,80,250
410,3.4507,124,117,80,250
411,3.4604,119,117,80,250
412,3.4701,149,117,80,250
413,3.4798,105,118,80,250
414,3.4893,76,118,80,250
415,3.499,135,117,79,250
416,3.5087,160,118,80,249.8
417,3.5184,145,118,80,249.8
418,3.5281,145,117,80,249.6
419,3.5378,118,117,80,249.8
420,3.5476,178,117,80,249.6
421,3.5574,214,117,80,249.6
422,3.5673,198,117,81,249.4
423,3.5771,115,117,81,249.4
424,3.5871,106,118,81,249.2
425,3.597,162,118,82,249.2
426,3.607,113,117,82,249
427,3.6168,97,118,82,249
428,3.6268,123,118,81,248.8
429,3.6368,183,118,81,248.8
430,3.6468,212,117,81,248.8
431,3.6568,139,117,81,248.6
432,3.6666,139,118,81,248.6
433,3.6764,38,118,80,248.6
434,3.6861,82,118,79,248.6
435,3.6957,119,118,78,248.4
436,3.7055,110,118,78,248.4
437,3.7151,142,117,78,248.4
438,3.7246,210,117,78,248.4
439,3.734,135,117,77,248.4
440,3.7434,123,118,77,248.4
441,3.7529,123,118,76,248.4
442,3.7623,145,119,76,248.2
443,3.7717,135,119,77,248.2
444,3.7812,115,118,77,248.2
445,3.7906,115,118,86,248.2
446,3.7999,108,118,87,248.4
447,3.8094,84,118,86,248.4
448,3.8189,121,118,87,248.4
449,3.8284,123,118,87,248.2
450,3.8379,148,118,87,248.2
451,3.8475,106,117,87,248.2
452,3.8571,140,117,87,248.2
453,3.8668,202,117,86,248.2
454,3.8764,107,116,78,248.2
455,3.8859,159,116,78,248.2
456,3.8955,159,116,77,248.2
457,3.9051,113,116,78,248.2
458,3.9147,129,116,78,248.2
459,3.9243,204,116,78,248.2
460,3.934,204,117,78,248.2
461,3.9437,127,117,79,248.2
462,3.9534,90,117,79,248.2
463,3.963,90,117,79,248
464,3.9727,114,118,79,248
465,3.9824,114,117,78,248
466,3.992,192,117,79,248
467,4.0016,88,116,79,247.8
468,4.0111,129,116,79,247.8
469,4.0207,129,116,79,247.8
470,4.0303,123,117,79,247.8
471,4.0399,124,117,78,247.8
472,4.0493,120,118,78,247.8
473,4.0587,68,118,78,247.8
474,4.0683,150,117,78,247.8
475,4.078,220,117,78,247.8
476,4.0877,244,116,79,247.8
477,4.0976,214,116,80,247.8
478,4.1076,243,116,80,247.8
479,4.1177,243,117,81,247.8
480,4.1279,266,119,83,247.8
481,4.138,194,119,84,247.8
482,4.1481,135,121,83,247.8
483,4.1581,134,121,83,247.6
484,4.1681,134,122,83,247.6
485,4.178,127,122,82,247.6
486,4.1879,123,121,82,247.6
487,4.1977,176,122,82,247.4
488,4.2074,140,122,81,247.4
489,4.217,104,122,81,247.2
490,4.2266,104,123,86,247
491,4.2362,179,123,89,247
492,4.2457,143,124,89,246.8
493,4.2552,111,124,88,246.8
494,4.2644,88,124,88,246.8
495,4.2737,88,124,87,246.6
496,4.283,135,124,87,246.6
497,4.2924,145,125,87,246.6
498,4.3016,71,125,87,246.6
499,4.3108,71,125,86,246.6
500,4.32,136,125,86,246.6
501,4.3293,155,125,86,246.6
502,4.3386,157,124,86,246.6
503,4.3479,147,123,86,246.6
504,4.3572,118,123,86,246.4
505,4.3665,130,124,86,246.4
506,4.376,137,124,86,246.4
507,4.3854,185,124,87,246.4
508,4.395,155,124,87,246.4
509,4.4044,179,124,88,246.4
510,4.4139,139,124,88,246.4
511,4.4233,122,124,87,246.4
512,4.4327,118,124,87,246.4
513,4.4421,131,124,87,246.4
514,4.4514,124,124,86,246.4
515,4.4607,88,125,86,246.2
516,4.47,84,125,86,246.2
517,4.4792,113,124,85,246.2
518,4.4884,121,124,85,246.2
519,4.4979,270,123,86,246.2
520,4.5076,277,123,88,246.2
521,4.5174,212,123,88,246.4
522,4.5272,212,124,90,246.4
523,4.5369,140,124,91,246.4
524,4.5467,112,125,90,246.4
525,4.5565,122,125,90,246.4
526,4.5662,110,125,90,246.4
527,4.5758,79,126,90,246.4
528,4.5854,79,126,89,246.4
529,4.595,77,126,89,246.4
530,4.6046,146,126,89,246.4
531,4.6142,88,125,89,246.4
532,4.6235,55,125,88,246.4
533,4.6329,48,123,87,246.2
534,4.6421,46,123,87,246.2
535,4.6513,46,122,86,246
536,4.6603,44,122,85,246
537,4.6694,50,121,84,246.4
538,4.6783,36,120,80,246
539,4.6869,0,120,80,246
540,4.6954,0,119,80,246.2
541,4.7037,0,117,0,246
542,4.7119,0,117,0,246
543,4.7199,0,116,0,246
544,4.7279,16,114,68,246
545,4.7355,0,111,68,246
546,4.7416,0,110,68,246
547,4.7471,0,108,0,246
548,4.7517,0,107,0,246
549,4.7554,0,106,0,246.4
550,4.7585,0,105,0,246.4
551,4.7611,0,104,0,246.4
552,4.7647,0,104,0,246.4
553,4.7698,184,107,25,246.4
554,4.7753,365,109,54,246.4
555,4.7814,361,111,64,246.4
556,4.7882,364,113,64,246.4
557,4.7952,364,115,72,246.4
558,4.8025,316,116,77,246.4
559,4.8101,308,118,81,246.4
560,4.8179,338,119,84,246.4
561,4.8264,378,119,87,246.4
562,4.8349,320,120,91,246.4
563,4.8434,284,121,93,246.4
564,4.852,141,122,94,246.4
565,4.8607,97,123,94,246.4
566,4.8692,97,123,95,246.2
567,4.8777,91,123,95,246.2
568,4.8861,96,124,93,246.2
569,4.8945,78,124,93,246
570,4.9012,80,124,93,246
571,4.9095,97,123,92,246
572,4.9178,99,123,92,246
573,4.926,75,122,91,246
574,4.9342,73,122,89,246
575,4.9424,76,122,89,246
576,4.9503,76,122,88,245.8
577,4.9581,85,122,87,245.8
578,4.9662,178,122,87,245.8
579,4.9743,98,123,89,245.8
580,4.9825,89,123,89,246
581,4.9908,128,124,89,246
582,4.9991,98,124,85,246
583,5.0075,151,124,85,246
584,5.0161,134,124,87,246
585,5.0246,101,124,87,246
586,5.0332,101,124,87,245.8
587,5.0418,101,124,88,245.8
588,5.0504,83,124,88,245.8
589,5.0591,88,124,88,245.8
590,5.0678,93,124,88,245.8
591,5.0766,93,123,86,245.8
592,5.0856,111,122,83,245.8
593,5.0946,99,122,85,245.6
594,5.1036,120,121,85,245.4
595,5.1128,119,121,85,245.4
596,5.1219,120,122,86,245.2
597,5.131,88,122,86,245.2
598,5.1402,158,122,86,245.2
599,5.1494,203,121,86,245.2
600,5.1585,187,121,87,245
601,5.1676,136,121,87,244.8
602,5.1767,132,121,86,244.8
603,5.1857,163,121,86,244.4
604,5.1947,193,121,86,244.2
605,5.2037,193,121,85,244
606,5.2127,213,121,85,244
607,5.2215,151,121,85,243.8
608,5.2304,148,121,84,243.8
609,5.2393,142,121,84,243.8
610,5.2483,168,121,84,243.8
611,5.2572,276,122,85,243.8
612,5.2662,123,122,85,243.8
613,5.2756,69,122,85,243.8
614,5.2851,69,123,88,243.8
615,5.2945,81,123,89,243.8
616,5.3039,84,123,89,243.8
617,5.3132,140,122,89,243.8
618,5.3224,140,122,88,243.8
619,5.3317,220,122,87,243.8
620,5.3408,149,123,87,243.8
621,5.3499,135,123,86,243.6
622,5.3588,120,123,86,243.6
623,5.3676,123,123,86,243.4
624,5.3763,123,123,90,243.4
625,5.385,141,123,72,243.4
626,5.3937,111,122,75,243.4
627,5.4025,264,122,81,243.4
628,5.4113,251,123,81,243.4
629,5.42,141,123,81,243.4
630,5.4286,159,123,81,243.4
631,5.437,126,123,80,243.4
632,5.4453,144,123,80,243.4
633,5.4537,144,123,78,243.4
634,5.4621,253,123,78,243.4
635,5.4706,288,123,78,243.4
636,5.4791,317,123,78,243.6
637,5.488,317,124,79,243.6
638,5.4967,220,124,79,243.6
639,5.5055,146,125,80,243.6
640,5.5144,116,125,82,243.8
641,5.5233,87,125,82,244
642,5.5323,87,125,82,244
643,5.5413,135,124,83,244.2
644,5.5502,96,124,83,244.2
645,5.559,83,124,82,244.2
646,5.5678,110,123,82,244.2
647,5.5765,95,122,82,244.2
648,5.5852,95,122,81,244.2
649,5.5938,103,122,80,244.4
650,5.6024,101,122,80,244.4
651,5.6111,149,122,80,244.4
652,5.6199,355,121,80,244.2
653,5.629,355,121,81,244.2
654,5.6383,393,121,84,244.2
655,5.6478,320,122,86,244.2
656,5.6572,178,123,86,244.2
657,5.6666,178,123,87,244.2
658,5.6758,114,124,87,244.2
659,5.685,113,124,86,244.2
660,5.6941,154,125,85,244.2
661,5.7033,228,125,85,244.2
662,5.7126,272,125,85,244.2
663,5.7218,272,126,86,244.2
664,5.731,174,126,86,244.2
665,5.7403,164,127,86,244.2
666,5.7496,161,127,86,244.2
667,5.7589,147,127,86,244.2
668,5.7683,177,127,86,244.2
669,5.7777,168,128,86,244.2
670,5.787,168,128,87,244.2
671,5.7963,106,128,87,244.4
672,5.8055,106,128,86,244.4
673,5.8148,120,128,86,244.6
674,5.824,116,128,86,244.6
675,5.833,123,128,85,244.4
676,5.8419,126,129,85,244.4
677,5.8504,126,129,82,244.4
678,5.8586,106,128,79,244.4
679,5.8664,94,128,76,244.6
680,5.8738,80,128,73,244.6
681,5.8808,76,127,70,244.6
682,5.8877,78,127,66,244.6
683,5.8939,146,126,62,244.6
684,5.9003,126,125,58,244.6
685,5.9063,0,125,58,244.8
686,5.9129,0,124,58,244.8
687,5.9187,0,124,0,245.4
688,5.9245,0,123,0,245.8
689,5.9303,0,122,0,246.2
690,5.9362,0,121,0,246.4
691,5.9425,104,119,56,246.8
692,5.9491,10,117,56,247
693,5.9566,11,117,44,247
694,5.9645,103,117,60,247
695,5.9728,166,117,60,247
696,5.9812,166,117,73,247
697,5.9898,138,117,76,247
698,5.9986,221,118,79,247
699,6.0073,304,118,81,247
700,6.0163,289,119,82,247
701,6.0253,273,119,82,247
702,6.0346,273,119,83,246.6
703,6.0438,262,119,85,246.2
704,6.0532,199,119,85,245.8
705,6.0629,288,119,85,245.6
706,6.0726,288,120,87,245.4
707,6.0824,262,121,90,245.2
708,6.0923,192,121,91,245.2
709,6.1023,130,122,91,245
710,6.1123,159,123,92,244.8
711,6.1223,159,123,92,244.8
712,6.1324,153,123,93,244.8
713,6.1425,163,124,93,244.6
714,6.1527,163,124,93,244.8
715,6.1628,121,125,94,244.6
716,6.1728,113,125,93,244.6
717,6.1829,121,125,93,244.6
718,6.193,156,126,93,244.6
719,6.2031,116,126,93,244.6
720,6.2131,94,127,93,244.6
721,6.2231,94,127,93,244.6
722,6.2331,105,127,93,244.6
723,6.2432,108,127,93,244.6
724,6.2532,101,127,93,244.6
725,6.2633,101,127,93,244.6
726,6.2734,113,127,93,244.6
727,6.2836,193,126,94,244.6
728,6.2939,166,126,95,244.6
729,6.304,108,127,95,244.6
730,6.3141,99,127,95,244.6
731,6.3244,108,127,96,244.4
732,6.3346,117,127,96,244.4
733,6.3449,140,127,96,244.2
734,6.3551,140,127,97,244.2
735,6.3653,95,126,97,244
736,6.3754,88,126,96,244
737,6.3855,84,126,96,243.8
738,6.3956,93,126,95,243.8
739,6.4055,109,126,95,243.8
740,6.4153,129,125,94,243.6
741,6.4251,156,125,93,243.6
742,6.4348,153,125,93,243.4
743,6.4444,127,125,92,243.2
744,6.4539,125,125,92,243
745,6.4634,87,125,91,243
746,6.4729,137,125,90,243
747,6.4827,353,125,92,243
748,6.4927,366,125,94,243
749,6.5027,246,125,94,243
750,6.5125,246,125,95,243
751,6.5224,165,125,94,243
752,6.5322,114,126,93,243
753,6.542,141,126,93,243
754,6.5518,154,127,93,243
755,6.5615,154,127,92,243
756,6.5711,104,127,91,243
757,6.5806,103,127,90,243.2
758,6.5902,91,127,90,243.4
759,6.5996,96,127,90,243.4
760,6.609,96,127,89,243.4
761,6.6183,112,127,89,243.4
762,6.6276,105,127,89,243.6
763,6.6368,105,127,88,243.6
764,6.6461,87,127,87,243.8
765,6.6551,110,127,86,243.8
766,6.6641,103,126,86,243.8
767,6.673,103,126,85,243.8
768,6.6819,83,125,85,243.8
769,6.6906,76,125,84,243.8
770,6.6993,17,124,84,243.8
771,6.7077,17,123,84,243.8
772,6.7161,17,122,28,243.8
773,6.7244,15,121,27,243.8
774,6.7329,85,121,79,243.8
775,6.7414,132,120,80,243.6
776,6.7499,127,120,80,243.6
777,6.7585,81,120,80,243.8
778,6.767,81,120,80,243.8
779,6.7755,102,120,80,243.8
780,6.784,94,119,80,243.6
781,6.7924,106,119,80,243.4
782,6.8008,144,118,79,243.4
783,6.8093,160,118,79,243.4
784,6.8179,160,117,80,243.2
785,6.8268,100,117,82,243.2
786,6.8359,70,117,84,243.2
787,6.8451,104,117,86,243.2
788,6.8543,76,117,86,243
789,6.8632,76,117,87,243
790,6.8723,66,116,86,242.8
791,6.8813,76,116,86,242.8
792,6.8903,94,116,86,242.6
793,6.8992,94,115,85,242.4
794,6.908,111,115,84,242.2
795,6.9169,143,115,84,242
796,6.9257,126,115,84,241.8
797,6.9347,109,115,84,241.6
798,6.9436,119,115,84,241.6
799,6.9526,119,115,84,241.4
800,6.9615,129,115,84,241.4
801,6.9704,126,115,85,241.4
802,6.9794,126,115,85,241.4
803,6.9884,126,115,85,241.4
804,6.9974,127,114,85,241.2
805,7.0063,103,114,85,241.2
806,7.0151,103,115,85,241.2
807,7.0239,101,115,85,241.2
808,7.0325,101,115,83,241.2
809,7.0412,108,116,82,241.2
810,7.0499,126,115,82,241
811,7.0586,122,115,82,241.2
812,7.0673,104,115,82,241.2
813,7.0761,104,115,83,241.2
814,7.0847,92,115,83,241.2
815,7.0934,90,115,82,241.2
816,7.1019,54,114,82,241.2
817,7.1104,48,114,82,241
818,7.1188,48,113,81,240.8
819,7.127,20,112,77,240.8
820,7.1353,10,111,77,240.8
821,7.1436,10,109,77,240.8
822,7.152,10,107,30,240.8
823,7.1604,60,106,78,241
824,7.1685,59,106,78,240.8
825,7.1766,38,107,78,240.8
826,7.1846,38,108,76,240.8
827,7.1923,14,108,72,240.8
828,7.2,0,109,54,240.6
829,7.2075,0,109,54,240.6
830,7.2149,0,108,54,240.6
831,7.2218,0,108,0,240.4
832,7.2285,0,106,0,240.4
833,7.2351,2,105,11,240.2
834,7.2417,78,103,62,240.2
835,7.2487,238,100,62,240.2
836,7.256,366,101,64,240.2
837,7.2636,363,103,64,240.2
838,7.2713,363,107,68,240.2
839,7.2794,329,108,72,240.2
840,7.2875,304,110,76,240.2
841,7.2959,290,113,77,240.2
842,7.3045,342,114,79,240.2
843,7.3132,334,116,79,240.2
844,7.3221,334,117,82,240.2
845,7.331,257,118,85,240.2
846,7.34,149,120,85,240.2
847,7.349,149,120,85,240.2
848,7.3579,152,120,85,240.2
849,7.3669,163,120,85,240.2
850,7.3759,154,121,85,240.2
851,7.3848,159,121,85,240.2
852,7.3937,159,121,84,240.2
853,7.4028,303,121,85,240
854,7.412,290,121,86,240
855,7.4212,293,122,86,239.8
856,7.4305,293,122,87,239.8
857,7.4399,233,123,88,239.8
858,7.4491,124,123,88,239.8
859,7.4583,109,124,88,239.8
860,7.4674,187,124,88,239.6
861,7.4767,187,125,87,239.6
862,7.4859,259,126,88,239.6
863,7.4952,172,126,88,239.6
864,7.5044,148,127,88,239.6
865,7.5137,154,127,88,239.4
866,7.523,154,127,88,239.4
867,7.5323,203,127,88,239.4
868,7.5414,78,128,88,239.4
869,7.5504,71,128,87,239.4
870,7.5593,121,128,87,239.4
871,7.5683,121,128,86,239.4
872,7.5772,134,128,86,239.4
873,7.586,129,128,85,239.4
874,7.5948,139,128,85,239.4
875,7.6035,126,128,85,239.4
876,7.6123,126,128,84,239.4
877,7.6212,134,129,84,239.4
878,7.6301,150,129,84,239.4
879,7.6391,268,129,85,239.4
880,7.6481,150,129,86,239.4
881,7.6571,127,129,86,239.4
882,7.666,116,130,86,239.4
883,7.6749,114,129,86,239.2
